# Tc Rp/Rs a/Rs F0 sigma
3.506434952101324110e-03 1.177472325587631402e-02 3.603969092911226024e+00 1.000003913051365600e+00 3.665389257216321691e-05
3.677998003622375001e-03 1.195025894215235966e-02 3.825133380697737451e+00 9.999933229678474866e-01 3.009911567933905730e-05
3.677998003622375001e-03 1.195025894215235966e-02 3.825133380697737451e+00 9.999933229678474866e-01 3.009911567933905730e-05
2.365683543541691192e-03 1.212907706726033645e-02 3.827429703397398519e+00 1.000003648776262244e+00 4.012471476610351349e-05
2.613686021813894922e-03 1.160412521015903239e-02 3.683129699236107779e+00 1.000003666857860241e+00 4.258393129017683384e-05
2.081231578335701604e-03 1.212890013066045443e-02 3.770008869313214550e+00 9.999968059122189556e-01 4.284285189677013443e-05
6.606045536401518314e-03 1.209323988033153899e-02 3.581576644880561933e+00 1.000011035274526172e+00 4.214507331382265446e-05
3.919193446073998555e-03 1.216815397893232856e-02 3.798962760257281968e+00 1.000012942833763629e+00 4.053310136518469860e-05
6.472923066829158745e-03 1.166799465395772749e-02 3.550746499266603351e+00 1.000008146836678158e+00 3.999000122080648438e-05
6.472923066829158745e-03 1.166799465395772749e-02 3.550746499266603351e+00 1.000008146836678158e+00 3.999000122080648438e-05
5.867536141395589266e-03 1.161606456502585136e-02 3.512149301506044097e+00 1.000006438016812105e+00 4.146283097334549638e-05
4.792015432269786102e-03 1.281950999800034532e-02 3.786864322488095347e+00 1.000003782346143844e+00 3.204466010913358730e-05
4.792015432269786102e-03 1.281950999800034532e-02 3.786864322488095347e+00 1.000003782346143844e+00 3.204466010913358730e-05
-1.403767051700172130e-04 1.157801610994105106e-02 3.446159223518432846e+00 1.000003538604269160e+00 4.008884654676552790e-05
5.183220893191987921e-03 1.227729145805934660e-02 3.744703135790151016e+00 9.999982708218283500e-01 4.367173696728362197e-05
4.225839803220644841e-03 1.237549958666776459e-02 3.804479609245606131e+00 1.000006472550150516e+00 2.876153829914424373e-05
3.525632404417694543e-03 1.149123930976104352e-02 3.670778329365359305e+00 1.000002953501136549e+00 3.438800358001040998e-05
5.466529287248257651e-03 1.243020168227042949e-02 3.647304511657468495e+00 1.000005527823302653e+00 3.909951994035594665e-05
2.577470801109760234e-03 1.231078209003854534e-02 4.070941969401999927e+00 1.000003295655243596e+00 3.718005983178858479e-05
2.545845931255230621e-03 1.135109466223073460e-02 3.782438654977555714e+00 9.999994440007408114e-01 4.103556433108398170e-05
5.271072052489646220e-03 1.256713581647554007e-02 3.752746233336997861e+00 1.000003015858846656e+00 4.238337498215292407e-05
5.271072052489646220e-03 1.256713581647554007e-02 3.752746233336997861e+00 1.000003015858846656e+00 4.238337498215292407e-05
4.821649202870800788e-03 1.213353951196271402e-02 3.681804512316523503e+00 1.000010151354836729e+00 4.013737388205218184e-05
4.224859160766571142e-03 1.155022323604975622e-02 3.781409479384728378e+00 1.000004952140706616e+00 3.383312292645604174e-05
6.538218658686117957e-03 1.252779415458062789e-02 3.638986907263528803e+00 1.000010121977856548e+00 4.317298360431056893e-05
3.989463394345457714e-03 1.182352979353059122e-02 3.593412182534152954e+00 1.000001962564619484e+00 3.964301156547436734e-05
3.989463394345457714e-03 1.182352979353059122e-02 3.593412182534152954e+00 1.000001962564619484e+00 3.964301156547436734e-05
2.365485045971678357e-03 1.165572913992977966e-02 3.729785870479495724e+00 1.000005416579398121e+00 3.593320755034391887e-05
2.372082116413327946e-03 1.208579818467395844e-02 3.577338884626452220e+00 1.000003425298971793e+00 3.825296436426089063e-05
5.287560961072912402e-03 1.169079441168439579e-02 3.759137904026603749e+00 1.000001177181401468e+00 3.344086234550357672e-05
3.573247939322315991e-03 1.230736358823615942e-02 3.762791551622085784e+00 9.999909531905721849e-01 3.788007079701031338e-05
7.443824617056789272e-03 1.196685132123489863e-02 3.617912791759964719e+00 9.999955904441194532e-01 4.087574254185539303e-05
4.498109012675270690e-03 1.134873200522087781e-02 3.885078022390151098e+00 1.000001757501157718e+00 3.983141808878428125e-05
-5.839252920854277884e-04 1.186505775089603115e-02 3.479460109304603588e+00 1.000006233553193402e+00 3.970647012208751534e-05
-5.839252920854277884e-04 1.186505775089603115e-02 3.479460109304603588e+00 1.000006233553193402e+00 3.970647012208751534e-05
3.318803839478946804e-03 1.220215750512581437e-02 3.919582832795248883e+00 1.000007955225707068e+00 4.195071351713304211e-05
6.667146762013853589e-03 1.144619873282995241e-02 3.531692030524756110e+00 1.000003193653661082e+00 3.625149779049228023e-05
6.667146762013853589e-03 1.144619873282995241e-02 3.531692030524756110e+00 1.000003193653661082e+00 3.625149779049228023e-05
6.213321541069821707e-03 1.193437543072389806e-02 3.499455978693187586e+00 9.999964019869655996e-01 3.641820679262409028e-05
2.777750237865028726e-03 1.293938962797502173e-02 3.807249319035592272e+00 1.000006883695799598e+00 3.848520445870482403e-05
4.700236016352520030e-03 1.227791188528230305e-02 3.814979617123286371e+00 1.000011319370430751e+00 3.230985808946203311e-05
2.520737035927193836e-03 1.245378966542487649e-02 3.915209919195112853e+00 1.000003951374615729e+00 3.849831417311501012e-05
4.627102801734832294e-03 1.244204735595766734e-02 3.824123103837347326e+00 1.000013866655712125e+00 3.539513425982306278e-05
2.174622831889919117e-03 1.168613199257788338e-02 3.687616319102338558e+00 9.999932118237818690e-01 4.256479666199970295e-05
2.174622831889919117e-03 1.168613199257788338e-02 3.687616319102338558e+00 9.999932118237818690e-01 4.256479666199970295e-05
3.805941810402085901e-03 1.151636103645903471e-02 3.745532104264820639e+00 1.000003712748437135e+00 4.435101715001416576e-05
4.497631492541474818e-03 1.285997230672216232e-02 3.985971353473401813e+00 1.000002647918690757e+00 4.093428186096004603e-05
2.812385469909965685e-03 1.180646122092095240e-02 3.924025325791811181e+00 9.999944014087975841e-01 3.831187588984660689e-05
3.062909843135869226e-03 1.203840175866928777e-02 3.769038969933109051e+00 9.999993341571995487e-01 3.015572319882483946e-05
4.389068673738810711e-03 1.183384611153679572e-02 3.789153031266276894e+00 9.999914440750736766e-01 4.617332375828793332e-05
5.216073793279603354e-03 1.235015399354649421e-02 3.658373428023503848e+00 1.000001214808101224e+00 4.135409891085464930e-05
2.657403241444318553e-03 1.185167456730090371e-02 3.937000049791866019e+00 9.999967294793492556e-01 4.118342275671171290e-05
7.088288619065470642e-03 1.252913091087252614e-02 3.641545036154185677e+00 1.000008241644678275e+00 3.498575760240420988e-05
2.686767677633691842e-03 1.185116219120330855e-02 3.216785923528811431e+00 1.000008648954655133e+00 3.975170849023270807e-05
5.971780976300473942e-03 1.174245523994485278e-02 3.471396311659935563e+00 9.999985910393074384e-01 4.183353660047412837e-05
4.493039682721508554e-03 1.123938973398496723e-02 3.792871826306385419e+00 9.999980906896767108e-01 4.256832854467133685e-05
7.137081876573067585e-03 1.189399811121025739e-02 3.446873943657230654e+00 1.000003442417952026e+00 3.729736874909880020e-05
3.002167800448866941e-03 1.188356371715595071e-02 3.760088005490739071e+00 9.999959507853097840e-01 4.581360832783039366e-05
5.153401056039765005e-03 1.284372030852347357e-02 3.905065342948406126e+00 1.000008322485433254e+00 3.880534021457021887e-05
6.276757720428349785e-03 1.166383825099994234e-02 3.469765115317010817e+00 1.000006464000801953e+00 3.911222080997315116e-05
4.921955931549815144e-03 1.218045731165552995e-02 3.947086974904178369e+00 1.000001200386622990e+00 3.314038078745274867e-05
5.453041719348204752e-03 1.255410779571136150e-02 3.877898033415661416e+00 1.000005263193663563e+00 3.356268239241315323e-05
7.006379923833870593e-03 1.194030350851345464e-02 3.534035421123500775e+00 1.000009957523695592e+00 3.843156626068791506e-05
3.038877948842756693e-03 1.156298093551443723e-02 3.281239763850584801e+00 1.000007167874682690e+00 4.007893781611593430e-05
3.038877948842756693e-03 1.156298093551443723e-02 3.281239763850584801e+00 1.000007167874682690e+00 4.007893781611593430e-05
2.284055418777436453e-03 1.223953481423466910e-02 4.075278813801764599e+00 9.999988744897053694e-01 4.088915404662824449e-05
7.166585108645984192e-03 1.235135410063251810e-02 3.618678482769819293e+00 1.000010104793633170e+00 3.516279404839078062e-05
7.166585108645984192e-03 1.235135410063251810e-02 3.618678482769819293e+00 1.000010104793633170e+00 3.516279404839078062e-05
3.092306471976301319e-03 1.260565768542366155e-02 3.855461643275597261e+00 9.999994701409595788e-01 3.076688610441570315e-05
5.055367237745550524e-03 1.158726952274957700e-02 3.729184309991137258e+00 1.000000419938682050e+00 4.284335883968857080e-05
6.240247544327413853e-03 1.148549894971125258e-02 3.498215309589171262e+00 1.000004943038212524e+00 4.052620804403534582e-05
3.204385978524515455e-03 1.183001636885154702e-02 3.676359144766307097e+00 9.999989965656927993e-01 4.549791848966490800e-05
3.204385978524515455e-03 1.183001636885154702e-02 3.676359144766307097e+00 9.999989965656927993e-01 4.549791848966490800e-05
4.272036312632586375e-03 1.209403926951001067e-02 4.013379738328270108e+00 9.999998130844895972e-01 4.293875462162987408e-05
5.782244643680663210e-03 1.241634921007120709e-02 3.556676796517101558e+00 1.000004259008927088e+00 4.493507051596335784e-05
5.200975031009739957e-03 1.169798967804097992e-02 3.663390280915062469e+00 9.999961024362696849e-01 3.572824543085050941e-05
3.985025311029580242e-03 1.271834557209447839e-02 3.684508870879262155e+00 1.000011563167592321e+00 3.567486777525262005e-05
3.985025311029580242e-03 1.271834557209447839e-02 3.684508870879262155e+00 1.000011563167592321e+00 3.567486777525262005e-05
5.922462024290579830e-03 1.183987534959165915e-02 3.668006289099261075e+00 9.999988751232866679e-01 4.135884219960738253e-05
2.648907958852440847e-03 1.195658644039843121e-02 3.695893873519490391e+00 9.999966924117007494e-01 3.273671038105575740e-05
4.431404276559705591e-03 1.233442783742608184e-02 3.863181613280617377e+00 1.000012075254434363e+00 3.319512025513494794e-05
4.491264068423879430e-03 1.193411096654750647e-02 3.462472824989796472e+00 1.000007706098077431e+00 4.123872811989400900e-05
4.491264068423879430e-03 1.193411096654750647e-02 3.462472824989796472e+00 1.000007706098077431e+00 4.123872811989400900e-05
2.909849829765873142e-03 1.150013642457559104e-02 3.637683689140295940e+00 1.000003380353818860e+00 3.856150813529826867e-05
2.504520309895452712e-03 1.236611684551730019e-02 3.679101630746475227e+00 1.000000511464067321e+00 3.392655812145958457e-05
4.500505363848043838e-03 1.285031513001617595e-02 3.845780097336816361e+00 1.000011742609156373e+00 4.286644748302186156e-05
4.693732757424511071e-03 1.209213482005777607e-02 3.654686017901426887e+00 9.999954510005021335e-01 3.893605976079445881e-05
4.693732757424511071e-03 1.209213482005777607e-02 3.654686017901426887e+00 9.999954510005021335e-01 3.893605976079445881e-05
6.681703010338373161e-03 1.237721642004636913e-02 3.474220055877090818e+00 1.000010545662238348e+00 4.170074998758961426e-05
1.423740376792922979e-03 1.205835944117627200e-02 3.679705166275446970e+00 1.000002399446328516e+00 3.936404126284606344e-05
3.472821093869225828e-03 1.184589369460340574e-02 3.676608147257263148e+00 9.999975651583754566e-01 3.154100150106531249e-05
2.090502946376637805e-03 1.218738233935623416e-02 3.768946126067767910e+00 1.000006939011548024e+00 3.516707464824409235e-05
2.849092542213091384e-03 1.206520243401425392e-02 3.790822622584838264e+00 9.999941378308175866e-01 4.454514963616588617e-05
7.251800798814642124e-03 1.236755448172530483e-02 3.512578171577966035e+00 1.000003515335206261e+00 3.785456875652486885e-05
2.928235893082727082e-03 1.220587946059195628e-02 3.751471989001456286e+00 1.000010689545484110e+00 3.396857949835206615e-05
1.768872236268696774e-03 1.155216606642299818e-02 3.664522025405709371e+00 9.999957476568434034e-01 3.908156856561462714e-05
2.392474041455615319e-03 1.180779543007849652e-02 3.678134726306702795e+00 1.000007187031126898e+00 4.033400685564885135e-05
4.702794080850745961e-03 1.251620387738976159e-02 3.749891501557089946e+00 1.000007483307821188e+00 3.064402309594766008e-05
3.887350759588951987e-03 1.146743397400443870e-02 3.735709017096076501e+00 9.999925130687179475e-01 4.552715716678268717e-05
3.887350759588951987e-03 1.146743397400443870e-02 3.735709017096076501e+00 9.999925130687179475e-01 4.552715716678268717e-05
1.790618157852100212e-03 1.142932575356184893e-02 3.687062490655612201e+00 9.999945383962115519e-01 3.862866295399124768e-05
3.533302223605976067e-03 1.187896621933734465e-02 3.868538151587332052e+00 9.999964497206995651e-01 4.754388320010355552e-05
2.782152682804454880e-03 1.186045157467051532e-02 3.967935516130017604e+00 9.999958858464131906e-01 3.750287807939462365e-05
5.762220274744510318e-03 1.257041671195325595e-02 3.532041399652667391e+00 1.000012028681115828e+00 3.934833675834053645e-05
6.841058412867521976e-03 1.156081482678703899e-02 3.695389429753678012e+00 9.999952957234372608e-01 4.095414031061999645e-05
4.204627581334795250e-03 1.288464757608969932e-02 3.961548700756448049e+00 1.000004967167436254e+00 4.494225074520289185e-05
6.437128771124581150e-03 1.241951480006722383e-02 3.548567655964285805e+00 1.000003508805983099e+00 4.275244674775384180e-05
4.979719473516976136e-03 1.210006565814971714e-02 3.687445665416041685e+00 9.999990970392418355e-01 4.369173847694180732e-05
3.504097738971673204e-03 1.184545899098074853e-02 3.632122663448872579e+00 9.999952173983142067e-01 4.208148172793269644e-05
5.772310275587839989e-03 1.264557529207648197e-02 3.556869727148595395e+00 1.000006578308186178e+00 4.243886534945585188e-05
2.245618313607332384e-03 1.226357701614525647e-02 4.041433752692666026e+00 1.000000652323152828e+00 3.643275184215718219e-05
8.071946892899209414e-03 1.191626585835403943e-02 3.564213384529909767e+00 1.000004387873818290e+00 3.647849048716000084e-05
3.170262019465498737e-03 1.185441888725964621e-02 3.277452054070029597e+00 1.000007613227718251e+00 3.645285945917044759e-05
6.597974292788744144e-03 1.206316872567258364e-02 3.596427829845328716e+00 1.000010490768662441e+00 3.498828081886329149e-05
2.964271090115704055e-03 1.231142684864165032e-02 3.882953374249570544e+00 9.999935324221722599e-01 4.187758900891257240e-05
4.281207875573199428e-03 1.273148735284638719e-02 3.758096148329366670e+00 9.999975214391300105e-01 4.165668635126734031e-05
4.644685545497836965e-03 1.228120618038873978e-02 3.482350176791769059e+00 1.000006773937387683e+00 3.837194386198105467e-05
4.337227708278643123e-03 1.212432645428616201e-02 3.434273241801441667e+00 1.000006124473867830e+00 4.011232489132000845e-05
5.269475994104121097e-03 1.182742069804042576e-02 3.680552115042907690e+00 9.999956852414725317e-01 3.615064914330572301e-05
1.984833564289543995e-03 1.199424365981865449e-02 3.771286187874477225e+00 1.000002265044926508e+00 3.609328853866297545e-05
4.241483228528762639e-03 1.276984464543235928e-02 3.933994379245110196e+00 1.000004980537519073e+00 4.582064376231247875e-05
4.751115232227216822e-03 1.221836272475486547e-02 3.800558856932223950e+00 9.999903634973995592e-01 3.626587682652489269e-05
6.240677154176650643e-03 1.183435869222954941e-02 3.692804135940621180e+00 9.999999540112965990e-01 3.845990346439149426e-05
6.778414259481557735e-03 1.234186164473070543e-02 3.628071592628767661e+00 1.000011961297486041e+00 4.047516826643228992e-05
6.778414259481557735e-03 1.234186164473070543e-02 3.628071592628767661e+00 1.000011961297486041e+00 4.047516826643228992e-05
4.932988287671510874e-03 1.247276011274178753e-02 3.837848196534045186e+00 1.000013323131244691e+00 4.078598178760484480e-05
5.202497774769491989e-03 1.230707189916282682e-02 3.837796097476096513e+00 9.999916854125758814e-01 4.273351622774447647e-05
2.066166812250955220e-03 1.170534638262721132e-02 3.652573421673601217e+00 9.999965723965111852e-01 3.431025786494892551e-05
