# Tc delta Tdur F0 sigma
3.819911596046013380e-03 1.463840865462698521e-04 7.054706922225727206e-02 9.999934103004148866e-01 4.742860387730738549e-05
4.184681697321702976e-03 1.476655743817432075e-04 6.842684137145084444e-02 1.000001704688682880e+00 3.265707728485892829e-05
6.226128817944175109e-03 1.460658913709546325e-04 6.725905233243040238e-02 9.999912379200081025e-01 4.166722055126028507e-05
4.400033528468440258e-03 1.530637195476694621e-04 6.728178072910882823e-02 9.999963983310545812e-01 3.537527726213139157e-05
5.591153120948662292e-03 1.719808141604109268e-04 6.653494869508015663e-02 1.000001250038142331e+00 4.340370624312365230e-05
3.988250542726355652e-03 1.507347930688669225e-04 7.180535941389949717e-02 1.000006895903307491e+00 4.462161174633959146e-05
4.605991413839050086e-03 1.810509679075173286e-04 6.978415279072522348e-02 1.000004163419870196e+00 3.897603679721443274e-05
6.491886107744912482e-03 1.549181941030030219e-04 6.735270616310277958e-02 9.999955394978388146e-01 3.540171502159252789e-05
4.379831400969182165e-03 1.771131468831705670e-04 7.006396666782126192e-02 1.000002937866348862e+00 3.538263275923108053e-05
3.539795087289493436e-03 1.702546159179947475e-04 7.062033780860907384e-02 9.999962916494308240e-01 3.602565195502586921e-05
4.614931473809084916e-03 1.772217701291252964e-04 6.856580415032360876e-02 9.999993383239601519e-01 4.120223408491778685e-05
4.614931473809084916e-03 1.772217701291252964e-04 6.856580415032360876e-02 9.999993383239601519e-01 4.120223408491778685e-05
3.960247797735044761e-03 1.751008737623335916e-04 7.000006940153977175e-02 1.000011550806972238e+00 4.374634272070471858e-05
3.059634912402325879e-03 1.617593568300049775e-04 6.919353412459930408e-02 9.999997646014102681e-01 3.921583621146116201e-05
4.748721362556669601e-03 1.622255976906291394e-04 7.094634496817543712e-02 1.000010217334149631e+00 3.435516224984509569e-05
5.776507966863859977e-03 1.672514588456865592e-04 6.770533869028420859e-02 1.000002971482311542e+00 3.595276576746417313e-05
4.497687836183553167e-03 1.663586053464162994e-04 6.848300104782491238e-02 1.000003209374746405e+00 4.814663713543629108e-05
3.779072712396962241e-03 1.504233290281117559e-04 7.168034481244500711e-02 9.999896214605795697e-01 3.580806541436261348e-05
4.877379172045184785e-03 1.360319012460117381e-04 7.003835642583512711e-02 9.999909302736338379e-01 4.317278658591915374e-05
4.543783733811354586e-03 1.803652065754477861e-04 6.848878865493517043e-02 1.000003615917248956e+00 3.836166867695829424e-05
4.696546917535203425e-03 1.712807100916470494e-04 7.138435909704402005e-02 9.999962306789831334e-01 4.405100553043153627e-05
3.685984056935660835e-03 1.399056823977589965e-04 7.001922180319966604e-02 9.999901482108771722e-01 4.469996620546683787e-05
5.888324737118720564e-03 1.514482961507714585e-04 6.616201652586056747e-02 9.999923266271776301e-01 4.400169526809406156e-05
5.888324737118720564e-03 1.514482961507714585e-04 6.616201652586056747e-02 9.999923266271776301e-01 4.400169526809406156e-05
4.973677025691493336e-03 1.695294996256272433e-04 6.584066451653021457e-02 1.000006395496194855e+00 4.073508923492748707e-05
4.973677025691493336e-03 1.695294996256272433e-04 6.584066451653021457e-02 1.000006395496194855e+00 4.073508923492748707e-05
5.501201047636079811e-03 1.515862826240398889e-04 6.674064643831921495e-02 1.000002050373978157e+00 4.177620586019723713e-05
4.030162780247967258e-03 1.524328940017630337e-04 6.859759780062756052e-02 1.000003788107439950e+00 4.730111703107502997e-05
5.965316257099027852e-03 1.662253647497157979e-04 6.578585671353459619e-02 1.000002620338134030e+00 3.581284875177151054e-05
2.744077055089236272e-03 1.589908872234266650e-04 6.927729069823700125e-02 1.000000355660132234e+00 4.001658361038793973e-05
3.903105156538334841e-03 1.404081412296963283e-04 7.031719396547547740e-02 1.000002282243888985e+00 3.869943857194164510e-05
4.516737625170359760e-03 1.355560622759408886e-04 6.917237306104580263e-02 9.999961841310095467e-01 4.244706230671866509e-05
5.234616063075646364e-03 1.487714871127015636e-04 6.775973031294429960e-02 9.999915198972043617e-01 3.859223119007421814e-05
4.052890749205471932e-03 1.527750219303654691e-04 6.794047464105200385e-02 1.000004560736112769e+00 4.696867278483864491e-05
3.437666965936697627e-03 1.618158466199684346e-04 6.983523062306404294e-02 1.000011482319459022e+00 4.295909549248028316e-05
5.506648042547017396e-03 1.442152718402566315e-04 6.838453739525258979e-02 9.999940439757896149e-01 4.097082313344602291e-05
5.506648042547017396e-03 1.442152718402566315e-04 6.838453739525258979e-02 9.999940439757896149e-01 4.097082313344602291e-05
3.074980281335265575e-03 1.580480506518771038e-04 6.847856438238937582e-02 9.999978463359957548e-01 4.120823789839411560e-05
4.864524736249604964e-03 1.581984024861111634e-04 6.917017671147723812e-02 9.999977910175584794e-01 3.152368559996018913e-05
4.453172567682628369e-03 1.530869159035670507e-04 7.150263850550053757e-02 1.000009492708282099e+00 4.048148083959433158e-05
4.865526890414771655e-03 1.705316577209608359e-04 6.678500869951652097e-02 1.000005957335915907e+00 4.083938067690332299e-05
5.337284364732637620e-03 1.645509688071083098e-04 7.015221418946158971e-02 9.999994475446124520e-01 4.801786160950333301e-05
4.224004182241287986e-03 1.816953444659540529e-04 7.043142258157872315e-02 1.000007501286611422e+00 3.914059630279373132e-05
5.219776172340880038e-03 1.675542831535058663e-04 6.886963836175528930e-02 9.999975765112133486e-01 3.710485569307781900e-05
5.670515625610897392e-03 1.650131555523715889e-04 6.798168908714544156e-02 1.000000798476235131e+00 3.549900318276077028e-05
1.943141428615298427e-03 1.572342480943311499e-04 6.629522572163500105e-02 9.999984874744795027e-01 4.078243483359965935e-05
5.089827676409836021e-03 1.690547022525091799e-04 6.691885022372211222e-02 1.000003350750786391e+00 4.381453533558378900e-05
5.089827676409836021e-03 1.690547022525091799e-04 6.691885022372211222e-02 1.000003350750786391e+00 4.381453533558378900e-05
3.910996762251206516e-03 1.434436901055338503e-04 6.794090050882951870e-02 1.000004552386410950e+00 4.030258283074657731e-05
4.672719518876856937e-03 1.480534966782252545e-04 7.059945527996082382e-02 1.000006728537469858e+00 4.235159629466405843e-05
5.964191789570416624e-03 1.663805331869220119e-04 6.836527903807423923e-02 9.999972738358259283e-01 4.417844564210330726e-05
5.122662439031380743e-03 1.706439800714864229e-04 7.044030147151320032e-02 9.999969837650624083e-01 3.578847353898377201e-05
4.501140886317450684e-03 1.721244027509022162e-04 6.930783957005710871e-02 9.999967825321466330e-01 4.366856579239146327e-05
4.931100110722709540e-03 1.507016580959374919e-04 6.941578507804792297e-02 9.999892993932434360e-01 3.651765857987856204e-05
5.301765466919163006e-03 1.632163552234636172e-04 6.482243469795025137e-02 1.000003008714925201e+00 4.451730140782864846e-05
5.699199082552432183e-03 1.686064162093629457e-04 6.493710068842133143e-02 1.000004638948331248e+00 3.732696883349738383e-05
4.245991145935178179e-03 1.493512446746192565e-04 7.035281319624304974e-02 9.999981154787714877e-01 4.794952013408873109e-05
6.011213465343577533e-03 1.589052493435969958e-04 6.727907970088216338e-02 1.000000531551310301e+00 4.520775039229936671e-05
5.753071309337283445e-03 1.651726918375333308e-04 6.720472294882309794e-02 1.000006058860092306e+00 3.910501737889531226e-05
3.423262433489553114e-03 1.512722849521581806e-04 6.943633864094940489e-02 1.000007551578764753e+00 4.362267032091880444e-05
4.344076413896745537e-03 1.448386104930344327e-04 6.824913501377981306e-02 9.999884298774327496e-01 3.750509541124919438e-05
3.474978797628952565e-03 1.678598570880820593e-04 6.973338102179896247e-02 9.999979207532276870e-01 3.364088083292219526e-05
3.474978797628952565e-03 1.678598570880820593e-04 6.973338102179896247e-02 9.999979207532276870e-01 3.364088083292219526e-05
4.796511119767893350e-03 1.442124324413470891e-04 6.970623584346408164e-02 1.000003384481634061e+00 3.585407204921548354e-05
3.670612174042103826e-03 1.404990232135246197e-04 7.049566252446050341e-02 9.999973765635425949e-01 4.556640918378176443e-05
3.670612174042103826e-03 1.404990232135246197e-04 7.049566252446050341e-02 9.999973765635425949e-01 4.556640918378176443e-05
5.482988875654924710e-03 1.470224181698099122e-04 6.541731105481234099e-02 9.999917774972243434e-01 4.170462956239377283e-05
5.482988875654924710e-03 1.470224181698099122e-04 6.541731105481234099e-02 9.999917774972243434e-01 4.170462956239377283e-05
3.648355394317855105e-03 1.773764762747552341e-04 7.026707965652632948e-02 1.000000262905990089e+00 3.865619719820520425e-05
5.523595029052974503e-03 1.626768897619559797e-04 6.494008230436346119e-02 9.999933576655708478e-01 3.962631265168828099e-05
4.898501099472797604e-03 1.470972450828502049e-04 6.921989430275037047e-02 9.999878791218831386e-01 3.883481558257835536e-05
6.739355663982753153e-03 1.638688927066886652e-04 6.663882487122327336e-02 9.999965000056970643e-01 4.448826041887595569e-05
6.739355663982753153e-03 1.638688927066886652e-04 6.663882487122327336e-02 9.999965000056970643e-01 4.448826041887595569e-05
3.809570490783058261e-03 1.401599567618839635e-04 7.011544106308748026e-02 9.999993707949752508e-01 3.565760720416378827e-05
4.074555460860267153e-03 1.516578549440009583e-04 6.748393356282100797e-02 1.000003006613818801e+00 4.723768610169360176e-05
4.074555460860267153e-03 1.516578549440009583e-04 6.748393356282100797e-02 1.000003006613818801e+00 4.723768610169360176e-05
5.597193319014759361e-03 1.480984510064730709e-04 6.876184074944655111e-02 9.999937592650101070e-01 4.353145591318972895e-05
4.488304743145737907e-03 1.607501014060819949e-04 6.739874518348905330e-02 1.000003927930646075e+00 3.690470864973502765e-05
6.311802722155979151e-03 1.526592175326468197e-04 6.748088872041889397e-02 9.999932738255805642e-01 4.418163936998686854e-05
4.876331476427867018e-03 1.486444483382132024e-04 6.827985945216476227e-02 9.999924290739393706e-01 4.300962976799650793e-05
5.375765031138880767e-03 1.382338720578881982e-04 6.947921405446720600e-02 9.999887557065102461e-01 4.098076135738238984e-05
5.375765031138880767e-03 1.382338720578881982e-04 6.947921405446720600e-02 9.999887557065102461e-01 4.098076135738238984e-05
4.283064259715800570e-03 1.491941470534357617e-04 6.967759780988494467e-02 1.000001872353160071e+00 3.250819057798447919e-05
6.583625515309145249e-03 1.609100012869271376e-04 6.626216828754974419e-02 1.000005048230967919e+00 4.186464276063091153e-05
4.545562544271630756e-03 1.648005163448826977e-04 6.812661286590596110e-02 9.999980262303623801e-01 3.266575779724325684e-05
3.727749902542182303e-03 1.731261953832912337e-04 6.816803672476827447e-02 1.000005514341637536e+00 3.327963340194118507e-05
4.820940670677661966e-03 1.447660694836258870e-04 6.845658097337586900e-02 1.000000118625215872e+00 4.630914509283524802e-05
4.820940670677661966e-03 1.447660694836258870e-04 6.845658097337586900e-02 1.000000118625215872e+00 4.630914509283524802e-05
6.461042659702570523e-03 1.510012892087673672e-04 6.674410825725832219e-02 9.999986145867002518e-01 4.401331892625374683e-05
6.155462969624735103e-03 1.467152656321620799e-04 6.569412695698269300e-02 9.999965127162454559e-01 3.829498996865002763e-05
3.720368042846665391e-03 1.625343768703903225e-04 6.873895983250860597e-02 1.000008399284233906e+00 3.306954737423940457e-05
5.427930534980106303e-03 1.582205496636444203e-04 6.867698789068994725e-02 9.999945516736147288e-01 3.647070267096239906e-05
5.936473011530447874e-03 1.704295808383363760e-04 6.731468667100412584e-02 1.000000562468601473e+00 4.319061750595843362e-05
4.282081390878746119e-03 1.605217715165481885e-04 6.894951986202198235e-02 1.000011196726545037e+00 3.711582253892768896e-05
3.912907524824260630e-03 1.501896912754753467e-04 6.982831807798288437e-02 9.999881006290641805e-01 4.178611042998362131e-05
4.383973805838728421e-03 1.607288884248873244e-04 7.159905544426935220e-02 1.000011201615979006e+00 3.702901108916785373e-05
4.010751059880461600e-03 1.544399966598457210e-04 6.931409907309431240e-02 9.999890544771115053e-01 4.252464587615367486e-05
4.010751059880461600e-03 1.544399966598457210e-04 6.931409907309431240e-02 9.999890544771115053e-01 4.252464587615367486e-05
5.962537991065525178e-03 1.610673039807568340e-04 6.606988929491207363e-02 1.000001479423983985e+00 3.564481487637851173e-05
5.962537991065525178e-03 1.610673039807568340e-04 6.606988929491207363e-02 1.000001479423983985e+00 3.564481487637851173e-05
5.099623866900465652e-03 1.645363802842668432e-04 6.760403399237248367e-02 9.999996367227036442e-01 3.573509808490727785e-05
5.099623866900465652e-03 1.645363802842668432e-04 6.760403399237248367e-02 9.999996367227036442e-01 3.573509808490727785e-05
3.642552388860215151e-03 1.467966580381520802e-04 6.948472036549932507e-02 1.000003442508516471e+00 4.522894048292089254e-05
3.642552388860215151e-03 1.467966580381520802e-04 6.948472036549932507e-02 1.000003442508516471e+00 4.522894048292089254e-05
3.991370121988982445e-03 1.355476708348351590e-04 6.809825952002761251e-02 9.999931013382822309e-01 3.833581879680843598e-05
4.248484831695931163e-03 1.589854290435800384e-04 6.728820818833994299e-02 9.999977807983988498e-01 4.808678772861957714e-05
4.248484831695931163e-03 1.589854290435800384e-04 6.728820818833994299e-02 9.999977807983988498e-01 4.808678772861957714e-05
4.145822115828166898e-03 1.594992090858318582e-04 7.111357537677991114e-02 1.000007436005033501e+00 4.629882289516986163e-05
4.145822115828166898e-03 1.594992090858318582e-04 7.111357537677991114e-02 1.000007436005033501e+00 4.629882289516986163e-05
5.456096001540358675e-03 1.643159169261851002e-04 6.600079198543083725e-02 1.000004758891507750e+00 4.274249627022295994e-05
4.412502118023298170e-03 1.788714882585357234e-04 7.177526030511863220e-02 1.000009322231920184e+00 3.689073904830530206e-05
5.087967355385324131e-03 1.459906244714080452e-04 6.532342619981747200e-02 9.999966986793984436e-01 4.054463638763293573e-05
5.209458016254775448e-03 1.355836430018593237e-04 6.945193978129961254e-02 9.999911956421650983e-01 4.047286468624967319e-05
4.380614474403694836e-03 1.657770016621798969e-04 6.860721847473236212e-02 9.999934842358806364e-01 4.360225742119244898e-05
4.283277773032008462e-03 1.717065550305335087e-04 6.799523543404545345e-02 1.000010816188652951e+00 4.424525898360079422e-05
4.255519195341228578e-03 1.514288908289191228e-04 6.951862275373867084e-02 9.999959827061051243e-01 3.213857830008740588e-05
5.231206257901903356e-03 1.593102348066541187e-04 6.583075069996398299e-02 9.999925206460617000e-01 3.987362530034052800e-05
4.823904998804591504e-03 1.759211606864638348e-04 7.053623469715882000e-02 1.000012097994321225e+00 4.122594313102755244e-05
4.823904998804591504e-03 1.759211606864638348e-04 7.053623469715882000e-02 1.000012097994321225e+00 4.122594313102755244e-05
6.115689957120612474e-03 1.651591858615809362e-04 6.785973443850848441e-02 1.000001572709152242e+00 3.597378601847119267e-05
6.543786368993748104e-03 1.705367819265930492e-04 6.662312231972547516e-02 9.999985598981725454e-01 4.120440039915794202e-05
3.659590601347816052e-03 1.447007583622308350e-04 7.045208615710138456e-02 9.999930796209274275e-01 4.644687007267688585e-05
4.308971207436146367e-03 1.809870050751831059e-04 7.123357316065968836e-02 1.000006410769580967e+00 3.930595916419786598e-05
3.219749729976704999e-03 1.501123065539257059e-04 6.980015744215511964e-02 9.999891144850284741e-01 3.717924710940521488e-05
5.768448461715078301e-03 1.615539346558547359e-04 6.922288561180561794e-02 1.000002047725035759e+00 4.437442088811673665e-05
4.192768440022302812e-03 1.802872727139234689e-04 7.121061957313350177e-02 1.000004548350948541e+00 3.899019744096647377e-05
4.192768440022302812e-03 1.802872727139234689e-04 7.121061957313350177e-02 1.000004548350948541e+00 3.899019744096647377e-05
